cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count
235135,"4-butyl-1,3-oxazolidine-2,5-dione",CCCCC1C(=O)OC(=O)N1,157.16899999999998,11,7,3,1,0,0,0
127258,"4-[(1,3-dioxoinden-5-yl)methylamino]benzoic acid",C1C(=O)C2=C(C1=O)C=C(C=C2)CNC3=CC=C(C=C3)C(=O)O,295.29400000000004,22,17,4,1,0,0,2
210744,1-(4-tert-butyl-1-phenylcyclohexyl)-4-methylpiperazine,CC(C)(C)C1CCC(CC1)(C2=CC=CC=C2)N3CCN(CC3)C,314.5170000000001,23,21,0,2,0,0,1
830542,(E)-N-[5-(4-chlorophenyl)-1H-pyrazol-3-yl]-3-phenylprop-2-enamide,C1=CC=C(C=C1)C=CC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)Cl,323.783,23,18,1,3,0,1,3
145623,"tricyclo[4.3.2.01,6]undec-3-ene",C1CC23CCC2(C1)CC=CC3,148.249,11,11,0,0,0,0,0
248236,2-benzo[a]anthracen-7-ylthiophene,C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C=C32)C5=CC=CS5,310.421,23,22,0,0,1,0,5
828767,"(3,4-dimethoxyphenyl)-[4-(pyridin-3-ylmethyl)piperazin-1-yl]methanone",COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)CC3=CN=CC=C3)OC,341.41099999999994,25,19,3,3,0,0,2
518020,4-chloro-2-(5-chloro-3-cyclohexyl-2-hydroxyphenyl)sulfanyl-6-cyclohexylphenol,C1CCC(CC1)C2=C(C(=CC(=C2)Cl)SC3=CC(=CC(=C3O)C4CCCCC4)Cl)O,451.45900000000034,29,24,2,0,1,2,2
27561,"10-methoxy-6-methyl-2,3,4,5-tetrahydro-1H-azepino[4,5-b]indole",CN1C2=C(CCNCC2)C3=C1C=CC=C3OC,230.311,17,14,1,2,0,0,2
378428,"tert-butyl 2-[4-[methyl-(2-phenylacetyl)amino]-5-sulfanylidene-1,2,4-triazol-1-yl]acetate",CC(C)(C)OC(=O)CN1C(=S)N(C=N1)N(C)C(=O)CC2=CC=CC=C2,362.4550000000001,25,17,3,4,1,0,2
580934,"1-hydroxy-2,2,5,5-tetramethylimidazol-4-amine",CC1(C(=NC(N1O)(C)C)N)C,157.21699999999998,11,7,1,3,0,0,0
600077,"7-bromo-5-(2-chlorophenyl)-3-[4-(3-methylphenyl)piperazin-1-yl]-1,3-dihydro-1,4-benzodiazepin-2-one",CC1=CC(=CC=C1)N2CCN(CC2)C3C(=O)NC4=C(C=C(C=C4)Br)C(=N3)C5=CC=CC=C5Cl,523.8620000000001,33,26,1,4,0,2,3
842701,"4-(dimethylsulfamoylamino)-1,2-dimethylbenzene",CC1=C(C=C(C=C1)NS(=O)(=O)N(C)C)C,228.31699999999998,15,10,2,2,1,0,1
578444,"1-(2,4-dihydroxyphenyl)-3-(4-methoxyphenyl)propan-1-one",COC1=CC=C(C=C1)CCC(=O)C2=C(C=C(C=C2)O)O,272.29999999999995,20,16,4,0,0,0,2
136075,octalene,C1=CC=CC2=C(C=C1)C=CC=CC=C2,180.25,14,14,0,0,0,0,0
641675,"1,4-dimethyl-3H-cyclopenta[b]anthracene-5,10-dione",CC1=CCC2=C(C3=C(C=C12)C(=O)C4=CC=CC=C4C3=O)C,274.319,21,19,2,0,0,0,2
927200,"2-(2,6-dimethylphenoxy)-N-[(2-methoxyphenyl)methylideneamino]acetamide",CC1=C(C(=CC=C1)C)OCC(=O)NN=CC2=CC=CC=C2OC,312.369,23,18,3,2,0,0,2
90404,3-methyl-3-(methylamino)-1-phenylbutan-1-one;hydrochloride,CC(C)(CC(=O)C1=CC=CC=C1)NC.Cl,227.735,15,12,1,1,0,1,1
68942,"2-(4-fluorophenyl)indene-1,3-dione",C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F,240.23299999999998,18,15,2,0,0,1,2
324315,"ethyl 4-acetyloxy-7,8-dimethoxynaphthalene-2-carboxylate",CCOC(=O)C1=CC2=C(C=CC(=C2OC)OC)C(=C1)OC(=O)C,318.32500000000005,23,17,6,0,0,0,2
417501,N-[2-(diethylamino)ethyl]-N-phenylcarbamoyl chloride,CCN(CC)CCN(C1=CC=CC=C1)C(=O)Cl,254.76100000000002,17,13,1,2,0,1,1
751760,"(4Z)-1-(4-fluorophenyl)-4-[(4-hydroxyphenyl)methylidene]pyrazolidine-3,5-dione",C1=CC(=CC=C1C=C2C(=O)NN(C2=O)C3=CC=C(C=C3)F)O,298.27299999999997,22,16,3,2,0,1,2
753790,2-(2-pyridin-2-ylbenzimidazol-1-yl)acetohydrazide,C1=CC=C2C(=C1)N=C(N2CC(=O)NN)C3=CC=CC=N3,267.292,20,14,1,5,0,0,3
551232,octan-4-yl butanoate,CCCCC(CCC)OC(=O)CCC,200.32199999999995,14,12,2,0,0,0,0
806528,"2-(2,5-dimethylphenoxy)-N-(4-methylphenyl)acetamide",CC1=CC=C(C=C1)NC(=O)COC2=C(C=CC(=C2)C)C,269.344,20,17,2,1,0,0,2
429323,"1-(3,4-dimethoxyphenyl)-6,7-dimethoxy-3-methylisoquinoline",CC1=CC2=CC(=C(C=C2C(=N1)C3=CC(=C(C=C3)OC)OC)OC)OC,339.3910000000001,25,20,4,1,0,0,3
863334,2-[1-(4-methoxyphenyl)tetrazol-5-yl]sulfanyl-N-methylacetamide,CNC(=O)CSC1=NN=NN1C2=CC=C(C=C2)OC,279.32500000000005,19,11,2,5,1,0,2
77334,4-(thiatriazol-5-yl)morpholine,C1COCCN1C2=NN=NS2,172.21300000000002,11,5,1,4,1,0,1
332428,"N-(1,3-benzodioxol-5-ylmethylideneamino)-N-methyl-4-nitroaniline",CN(C1=CC=C(C=C1)[N+](=O)[O-])N=CC2=CC3=C(C=C2)OCO3,299.28600000000006,22,15,4,3,0,0,2
673541,"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-1,3-benzodioxole-5-carboxamide",C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC4=C(C=C3)OCO4)C#N,326.3770000000001,23,17,3,2,1,0,2
77768,butyl 2-(2-butoxy-2-oxoethyl)sulfanylacetate,CCCCOC(=O)CSCC(=O)OCCCC,262.3709999999999,17,12,4,0,1,0,0
471833,"13,18-dihydroxy-5,7-dimethyl-11-thia-2,5,7,9-tetrazapentacyclo[10.8.0.02,10.03,8.014,19]icosa-1(12),9,13,16,18-pentaene-4,6,15,20-tetrone",CN1C2C(C(=O)N(C1=O)C)N3C4=C(C(=C5C(=O)C=CC(=C5C4=O)O)O)SC3=N2,400.3720000000001,28,17,6,4,1,0,0
488462,"2',2'-dioxospiro[adamantane-2,5'-oxathiolane]-4'-one",C1C2CC3CC1CC(C2)C34C(=O)CS(=O)(=O)O4,256.323,17,12,4,0,1,0,0
713146,"N,N-dimethyl-2-[(5-methyl-[1,2,4]triazolo[4,3-a]quinolin-1-yl)sulfanyl]acetamide",CC1=CC2=NN=C(N2C3=CC=CC=C13)SCC(=O)N(C)C,300.3870000000001,21,15,1,4,1,0,3
542492,3-(methoxymethoxy)prop-1-enylbenzene,COCOCC=CC1=CC=CC=C1,178.231,13,11,2,0,0,0,1
361250,5-[4-(5-sulfinopentyldisulfanyl)butyldisulfanyl]pentane-1-sulfinic acid,C(CCSSCCCCSSCCCCCS(=O)O)CCS(=O)O,454.79200000000026,24,14,4,0,6,0,0
134569,2-ethylpyridine-4-carboximidothioic acid;hydrochloride,CCC1=NC=CC(=C1)C(=N)S.Cl,202.71,12,8,0,2,1,1,1
920608,2-(4-chlorophenoxy)-N-(pyridin-2-ylcarbamothioyl)acetamide,C1=CC=NC(=C1)NC(=S)NC(=O)COC2=CC=C(C=C2)Cl,321.789,21,14,2,3,1,1,2
869326,"1-[2-(2,6-dimethoxyphenoxy)ethyl]pyrrolidine",COC1=C(C(=CC=C1)OC)OCCN2CCCC2,251.32599999999988,18,14,3,1,0,0,1
818165,"2-[methyl(propan-2-yl)amino]-4-oxopyrido[1,2-a]pyrimidine-3-carbaldehyde",CC(C)N(C)C1=C(C(=O)N2C=CC=CC2=N1)C=O,245.282,18,13,2,3,0,0,2
670873,ethyl 4-quinolin-2-ylpiperazine-1-carboxylate,CCOC(=O)N1CCN(CC1)C2=NC3=CC=CC=C3C=C2,285.34700000000004,21,16,2,3,0,0,2
616339,"dimethyl 2-[2-(4a-chloro-2-ethyl-3,4-dihydro-1H-pyrido[3,4-b]indol-1-yl)ethyl]propanedioate",CCN1CCC2(C3=CC=CC=C3N=C2C1CCC(C(=O)OC)C(=O)OC)Cl,392.88300000000015,27,20,4,2,0,1,1
190803,N-(5-hydroxybenzo[a]pyren-4-yl)acetamide,CC(=O)NC1=C(C2=CC3=CC=CC=C3C4=C2C5=C(C=CC=C51)C=C4)O,325.367,25,22,2,1,0,0,5
805078,"N-[5-(phenoxymethyl)-1,3,4-thiadiazol-2-yl]-2-phenylacetamide",C1=CC=C(C=C1)CC(=O)NC2=NN=C(S2)COC3=CC=CC=C3,325.39300000000003,23,17,2,3,1,0,3
135301,"5-(2-ethylphenyl)-3-phenyl-1H-1,2,4-triazole",CCC1=CC=CC=C1C2=NC(=NN2)C3=CC=CC=C3,249.317,19,16,0,3,0,0,3
527291,5-phenylpentyl acetate,CC(=O)OCCCCCC1=CC=CC=C1,206.28500000000003,15,13,2,0,0,0,1
954952,(Z)-3-[5-(azepan-1-yl)furan-2-yl]-2-(4-methylphenyl)prop-2-enenitrile,CC1=CC=C(C=C1)C(=CC2=CC=C(O2)N3CCCCCC3)C#N,306.40900000000005,23,20,1,2,0,0,2
910386,4-acetamido-N-[1-(3-nitrophenyl)ethylideneamino]benzamide,CC(=NNC(=O)C1=CC=C(C=C1)NC(=O)C)C2=CC(=CC=C2)[N+](=O)[O-],340.33900000000006,25,17,4,4,0,0,2
58105,N-[2-(diethylamino)ethyl]-3-phenyl-N-(pyridin-4-ylmethyl)prop-2-enamide,CCN(CC)CCN(CC1=CC=NC=C1)C(=O)C=CC2=CC=CC=C2,337.46700000000004,25,21,1,3,0,0,2
871777,4-ethoxy-N-(2-propan-2-ylphenyl)benzamide,CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(C)C,283.37100000000004,21,18,2,1,0,0,2
543270,"octadeca-2,13-dien-1-ol",CCCCC=CCCCCCCCCCC=CCO,266.4689999999999,19,18,1,0,0,0,0
160449,1H-benzo[f]benzimidazole,C1=CC=C2C=C3C(=CC2=C1)NC=N3,168.19899999999998,13,11,0,2,0,0,3
169835,"4-(2,5-dioxopyrrol-1-yl)benzenesulfonyl chloride",C1=CC(=CC=C1N2C(=O)C=CC2=O)S(=O)(=O)Cl,271.681,17,10,4,1,1,1,1
338335,"1-methyl-3,5-diphenyl-2H-pyridine-2-sulfonic acid",CN1C=C(C=C(C1S(=O)(=O)O)C2=CC=CC=C2)C3=CC=CC=C3,327.40500000000003,23,18,3,1,1,0,2
980144,"(2R)-N-[4-[4-(dimethylsulfamoyl)phenyl]-1,3-thiazol-2-yl]-2-(4-methoxyphenoxy)butanamide",CCC(C(=O)NC1=NC(=CS1)C2=CC=C(C=C2)S(=O)(=O)N(C)C)OC3=CC=C(C=C3)OC,475.59200000000027,32,22,5,3,2,0,3
743789,"2,6-dichloro-N-(2,5-dimethoxyphenyl)benzamide",COC1=CC(=C(C=C1)OC)NC(=O)C2=C(C=CC=C2Cl)Cl,326.179,21,15,3,1,0,2,2
236423,benzyl carbamimidothioate;3-methylbutanoic acid,CC(C)CC(=O)O.C1=CC=C(C=C1)CSC(=N)N,268.382,18,13,2,2,1,0,1
362832,"4-(2-hydroxyethyl)-9b-methoxy-6a,9-dimethyl-2,3,9,9a-tetrahydropyrazolo[3,4-h][1,4]benzoxazin-6-one",CC1C2C(C(=O)C=C3C2(OCCN3CCO)OC)(N=N1)C,295.33899999999994,21,14,4,3,0,0,0
993509,"2-[1-(2-phenylethyl)pyrazolo[5,4-d]pyrimidin-4-yl]sulfanyl-N-[3-(trifluoromethyl)phenyl]acetamide",C1=CC=C(C=C1)CCN2C3=C(C=N2)C(=NC=N3)SCC(=O)NC4=CC=CC(=C4)C(F)(F)F,457.48100000000017,32,22,1,5,1,3,4
986610,"2-[(2S)-4-oxo-2,4-diphenylbutyl]-6-phenylpyran-4-one",C1=CC=C(C=C1)C2=CC(=O)C=C(O2)CC(CC(=O)C3=CC=CC=C3)C4=CC=CC=C4,394.46999999999997,30,27,3,0,0,0,4
544104,"methyl 4-[10,13-dimethyl-7-(oxan-2-yloxy)-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pentanoate",CC(CCC(=O)OC)C1CCC2C1(CCC3C2C(CC4C3(CCC(=O)C4)C)OC5CCCCO5)C,488.70900000000046,35,30,5,0,0,0,0
938398,"3-(3,4-dimethoxyphenyl)-6-phenyl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",COC1=C(C=C(C=C1)C2=NN=C3N2N=C(S3)C4=CC=CC=C4)OC,338.39200000000005,24,17,2,4,1,0,4
297847,benzyl 3-hydroxy-2-[[2-(phenylmethoxycarbonylamino)acetyl]amino]butanoate,CC(C(C(=O)OCC1=CC=CC=C1)NC(=O)CNC(=O)OCC2=CC=CC=C2)O,400.43100000000015,29,21,6,2,0,0,2
887026,"(3-methylphenyl)-[(1S,5R)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]methanone",CC1=CC(=CC=C1)C(=O)N2CC3(CC2CC(C3)(C)C)C,271.40399999999994,20,18,1,1,0,0,1
82691,N-(4-bromophenyl)-2-hydroxy-3-nitrobenzamide,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)NC2=CC=C(C=C2)Br,337.12899999999996,20,13,4,2,0,1,2
262779,ethyl 2-tritylsulfanylethyl carbonate,CCOC(=O)OCCSC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,392.5200000000001,28,24,3,0,1,0,3
665906,"3-[(2,6-dichlorophenyl)methyl]-N-(furan-2-ylmethyl)purin-6-amine",C1=CC(=C(C(=C1)Cl)CN2C=NC(=C3C2=NC=N3)NCC4=CC=CO4)Cl,374.2310000000001,25,17,1,5,0,2,2
577600,"1-ethenyl-7,7-dimethylbicyclo[2.2.1]heptan-2-one",CC1(C2CCC1(C(=O)C2)C=C)C,164.248,12,11,1,0,0,0,0
287783,1-(4-methoxyphenyl)-2-phenylbenzo[e][1]benzofuran,COC1=CC=C(C=C1)C2=C(OC3=C2C4=CC=CC=C4C=C3)C5=CC=CC=C5,350.41700000000003,27,25,2,0,0,0,5
131251,"(1R)-1-(4-amino-3,5-dichlorophenyl)-2-[6-(2-pyridin-2-ylethoxy)hexylamino]ethanol",C1=CC=NC(=C1)CCOCCCCCCNCC(C2=CC(=C(C(=C2)Cl)N)Cl)O,426.388,28,21,2,3,0,2,2
655384,2-[[2-(benzotriazol-1-yl)acetyl]-butan-2-ylamino]-N-(furan-2-ylmethyl)-2-(3-methoxyphenyl)acetamide,CCC(C)N(C(C1=CC(=CC=C1)OC)C(=O)NCC2=CC=CO2)C(=O)CN3C4=CC=CC=C4N=N3,475.5490000000002,35,26,4,5,0,0,4
317535,"5-hydroxy-3,4,5-triphenylfuran-2-one",C1=CC=C(C=C1)C2=C(C(OC2=O)(C3=CC=CC=C3)O)C4=CC=CC=C4,328.367,25,22,3,0,0,0,3
559393,"(2,3,4-triacetyloxy-6-oxohexyl) acetate",CC(=O)OCC(C(C(CC=O)OC(=O)C)OC(=O)C)OC(=O)C,332.3050000000001,23,14,9,0,0,0,0
97967,4-ethoxy-4-phenylbutanenitrile,CCOC(CCC#N)C1=CC=CC=C1,189.25800000000004,14,12,1,1,0,0,1
526987,N-butyl-N-pentylpentan-1-amine,CCCCCN(CCCC)CCCCC,213.40899999999996,15,14,0,1,0,0,0
672125,"2-(3-methoxynaphthalen-2-yl)-5-(2-methoxyphenyl)-1,3,4-oxadiazole",COC1=CC=CC=C1C2=NN=C(O2)C3=CC4=CC=CC=C4C=C3OC,332.3590000000001,25,20,3,2,0,0,4
176828,"(3-phenoxyphenyl)methyl 2-bromo-3,3-dimethylbutanoate",CC(C)(C)C(C(=O)OCC1=CC(=CC=C1)OC2=CC=CC=C2)Br,377.27799999999996,23,19,3,0,0,1,2
620557,"2-(3,4-dichlorophenyl)-1H-pyridazine-3,6-dione",C1=CC(=C(C=C1N2C(=O)C=CC(=O)N2)Cl)Cl,257.076,16,10,2,2,0,2,2
987347,"methyl (5S)-5-(4-methoxyphenyl)-2-[(3-methoxyphenyl)methylidene]-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CC1=C(C(N2C(=O)C(=CC3=CC(=CC=C3)OC)SC2=N1)C4=CC=C(C=C4)OC)C(=O)OC,450.51600000000025,32,24,5,2,1,0,3
161685,"(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid;1,3-thiazolidine-2,4-dicarboxylic acid",C1C(NC(S1)C(=O)O)C(=O)O.C(CC(C(=O)O)N)CN=C(N)N,351.3850000000001,23,11,6,5,1,0,0
179517,"4a,12b-dihydrobenzo[a]anthracene",C1=CC=C2C=C3C4C=CC=CC4C=CC3=CC2=C1,230.30999999999997,18,18,0,0,0,0,2
690732,(2-methoxy-4-nitrophenyl) thiocyanate,COC1=C(C=CC(=C1)[N+](=O)[O-])SC#N,210.21399999999997,14,8,3,2,1,0,1
654814,N-(3-methoxyphenyl)-4-[(4-oxo-1H-quinazolin-2-yl)methyl]piperazine-1-carboxamide,COC1=CC=CC(=C1)NC(=O)N2CCN(CC2)CC3=NC(=O)C4=CC=CC=C4N3,393.44700000000006,29,21,3,5,0,0,3
755639,(2S)-1-hydroxy-2-methyl-4-oxido-3-phenyl-1-aza-4-azoniaspiro[4.4]non-3-ene,CC1C(=[N+](C2(N1O)CCCC2)[O-])C3=CC=CC=C3,246.31,18,14,2,2,0,0,1
945817,methyl (2R)-2-[[(2E)-2-[(5-methylfuran-2-yl)methylidene]-3-oxo-1-benzofuran-6-yl]oxy]propanoate,CC1=CC=C(O1)C=C2C(=O)C3=C(O2)C=C(C=C3)OC(C)C(=O)OC,328.3200000000001,24,18,6,0,0,0,2
354020,"(2,3-diphenylimidazo[1,2-b][1,2,4]triazin-7-yl)-(4-nitrophenyl)methanone",C1=CC=C(C=C1)C2=NC3=NC=C(N3N=C2C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)[N+](=O)[O-],421.41600000000017,32,24,3,5,0,0,5
883457,1-(3-methylphenyl)-3-(2-phenylethyl)thiourea,CC1=CC(=CC=C1)NC(=S)NCCC2=CC=CC=C2,270.40099999999995,19,16,0,2,1,0,2
968811,(Z)-3-(2-methoxynaphthalen-1-yl)-2-(4-nitrophenyl)prop-2-enenitrile,COC1=C(C2=CC=CC=C2C=C1)C=C(C#N)C3=CC=C(C=C3)[N+](=O)[O-],330.3430000000001,25,20,3,2,0,0,3
590997,dimethyl 2-(4-ethoxyphenyl)-2-hydroxypropanedioate,CCOC1=CC=C(C=C1)C(C(=O)OC)(C(=O)OC)O,268.26499999999993,19,13,6,0,0,0,1
43196,(4-iodophenyl)methyl pentyl carbonate,CCCCCOC(=O)OCC1=CC=C(C=C1)I,348.17999999999995,17,13,3,0,0,1,1
865323,"N-benzyl-2-[[5-(4-fluorophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]acetamide",C1=CC=C(C=C1)CNC(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)F,343.38300000000004,24,17,2,3,1,1,3
905741,4-oxo-4-(3-propan-2-yloxycarbonylanilino)but-2-enoic acid,CC(C)OC(=O)C1=CC(=CC=C1)NC(=O)C=CC(=O)O,277.276,20,14,5,1,0,0,1
29752,2-(5-heptanoyloxy-1H-indol-3-yl)ethylazanium acetate,CCCCCCC(=O)OC1=CC2=C(C=C1)NC=C2CC[NH3+].CC(=O)[O-],348.4430000000002,25,19,4,2,0,0,2
85169,(2S)-2-amino-N-[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]-3-phenylpropanamide,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)N,311.3850000000001,23,18,2,3,0,0,2
47671,4-[[benzyl(methyl)amino]diazenyl]benzonitrile,CN(CC1=CC=CC=C1)N=NC2=CC=C(C=C2)C#N,250.30499999999998,19,15,0,4,0,0,2
994624,"cyclopentyl (4R,7S)-7-(3,4-dimethoxyphenyl)-2-methyl-5-oxo-4-(2-propan-2-yloxyphenyl)-4,6,7,8-tetrahydro-1H-quinoline-3-carboxylate",CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4OC(C)C)C(=O)OC5CCCC5,545.6760000000002,40,33,6,1,0,0,2
672613,"(2S)-2-(2,4-dichlorophenoxy)-N-pyrimidin-2-ylpropanamide",CC(C(=O)NC1=NC=CC=N1)OC2=C(C=C(C=C2)Cl)Cl,312.15599999999995,20,13,2,3,0,2,2
808476,"1-[(3R)-1-ethyl-2,5-dioxopyrrolidin-3-yl]piperidine-4-carboxamide",CCN1C(=O)CC(C1=O)N2CCC(CC2)C(=O)N,253.3019999999999,18,12,3,3,0,0,0
604789,"2,5-difluoro-4-hydroxy-3-methoxybenzaldehyde",COC1=C(C(=CC(=C1O)F)C=O)F,188.12899999999996,13,8,3,0,0,2,1
277512,"(2,3,4,5-tetrachlorocyclopenta-2,4-dien-1-ylidene)hydrazine",C1(=C(C(=NN)C(=C1Cl)Cl)Cl)Cl,231.897,11,5,0,2,0,4,0
682760,4-[(3-iodo-4-methylphenyl)iminomethyl]benzonitrile,CC1=C(C=C(C=C1)N=CC2=CC=C(C=C2)C#N)I,346.171,18,15,0,2,0,1,2
221049,1-octadecylperoxyoctadecane,CCCCCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCCCCC,538.9860000000006,38,36,2,0,0,0,0
804215,ethyl (2S)-3-[4-[(2S)-3-ethoxy-2-methyl-3-oxopropyl]piperazin-1-yl]-2-methylpropanoate,CCOC(=O)C(C)CN1CCN(CC1)CC(C)C(=O)OCC,314.42600000000004,22,16,4,2,0,0,0
599930,"methyl 2-(1,3-dioxoisoindol-2-yl)propanoate",CC(C(=O)OC)N1C(=O)C2=CC=CC=C2C1=O,233.223,17,12,4,1,0,0,1
436823,N-[1-(1-benzyl-2H-pyridin-2-yl)ethylidene]hydroxylamine,CC(=NO)C1C=CC=CN1CC2=CC=CC=C2,228.29499999999996,17,14,1,2,0,0,1
648134,1-(3-methoxyphenyl)-4-[[1-(2-methylbutan-2-yl)tetrazol-5-yl]-pyridin-4-ylmethyl]piperazine,CCC(C)(C)N1C(=NN=N1)C(C2=CC=NC=C2)N3CCN(CC3)C4=CC(=CC=C4)OC,421.5490000000003,31,23,1,7,0,0,3
670031,"N-(2-ethylphenyl)-2,2-dimethylbutanamide",CCC1=CC=CC=C1NC(=O)C(C)(C)CC,219.32799999999995,16,14,1,1,0,0,1
522231,diethyl 2-ethyloctanedioate,CCC(CCCCCC(=O)OCC)C(=O)OCC,258.35799999999995,18,14,4,0,0,0,0
932181,"N-[(2,3-dichlorophenyl)methylideneamino]-2-phenylacetamide",C1=CC=C(C=C1)CC(=O)NN=CC2=C(C(=CC=C2)Cl)Cl,307.17999999999995,20,15,1,2,0,2,2
657630,"hydron;1-methyl-4-piperidin-1-yltriazolo[4,5-c]pyridine;chloride",[H+].CN1C2=C(C(=NC=C2)N3CCCCC3)N=N1.[Cl-],253.73699999999994,17,11,0,5,0,1,2
303743,"N-(3-methylphenyl)-2-(2,4,5-trichlorophenyl)sulfanylacetamide",CC1=CC(=CC=C1)NC(=O)CSC2=CC(=C(C=C2Cl)Cl)Cl,360.693,21,15,1,1,1,3,2
673089,"(1R)-1-(2,4-dichlorophenyl)-2,4-dihydro-1H-benzo[f]quinolin-3-one",C1C(C2=C(C=CC3=CC=CC=C32)NC1=O)C4=C(C=C(C=C4)Cl)Cl,342.2249999999999,23,19,1,1,0,2,3
316769,3-tert-butylcyclopentan-1-one,CC(C)(C)C1CCC(=O)C1,140.22599999999997,10,9,1,0,0,0,0
506405,"1-(7-chloro-4-methoxy-1H-indol-3-yl)-2-[(2R)-2-methyl-4-(pyridine-2-carbonyl)piperazin-1-yl]ethane-1,2-dione",CC1CN(CCN1C(=O)C(=O)C2=CNC3=C(C=CC(=C23)OC)Cl)C(=O)C4=CC=CC=N4,440.8870000000002,31,22,4,4,0,1,3
256774,"N-(1,3-benzodioxol-5-ylmethylideneamino)-2-hydroxybenzamide",C1OC2=C(O1)C=C(C=C2)C=NNC(=O)C3=CC=CC=C3O,284.271,21,15,4,2,0,0,2
843777,"6-N-ethyl-4-N-propan-2-yl-2-N-(1,2,4-triazol-4-yl)-1,3,5-triazine-2,4,6-triamine",CCNC1=NC(=NC(=N1)NN2C=NN=C2)NC(C)C,263.3090000000001,19,10,0,9,0,0,2
846568,N-(2-fluorophenyl)-N-(2-oxo-2-piperidin-1-ylethyl)methanesulfonamide,CS(=O)(=O)N(CC(=O)N1CCCCC1)C2=CC=CC=C2F,314.38199999999995,21,14,3,2,1,1,1
718265,"1-(5-methoxy-1,2-dimethylindol-3-yl)-2-(1,3-thiazol-2-ylamino)ethanone",CC1=C(C2=C(N1C)C=CC(=C2)OC)C(=O)CNC3=NC=CS3,315.39799999999997,22,16,2,3,1,0,3
425819,"3-(5,11-dimethylpyrido[4,3-b]carbazol-6-yl)propan-1-amine",CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCCN)C,303.4090000000001,23,20,0,3,0,0,4
311883,"N-(3-cyano-2H-pyrazolo[3,4-d]pyrimidin-4-yl)acetamide",CC(=O)NC1=NC=NC2=NNC(=C21)C#N,202.177,15,8,1,6,0,0,2
475576,"4-butyl-2-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)thiolan-2-yl]-1,2,4-triazine-3,5-dione",CCCCN1C(=O)C=NN(C1=O)C2CC(C(S2)CO)O,301.368,20,12,4,3,1,0,1
76518,N-(3-methylphenyl)formamide,CC1=CC(=CC=C1)NC=O,135.16599999999997,10,8,1,1,0,0,1
722064,"cis-(1R,3R)-3-(2,3-dihydroindole-1-carbonyl)-1,2,2-trimethylcyclopentane-1-carboxylic acid",CC1(C(CCC1(C)C(=O)O)C(=O)N2CCC3=CC=CC=C32)C,301.386,22,18,3,1,0,0,1
62824,"2-amino-6-methyl-4-propyl-[1,2,4]triazolo[1,5-a]pyrimidin-5-one",CCCN1C(=O)C(=CN2C1=NC(=N2)N)C,207.23699999999997,15,9,1,5,0,0,2
165760,formaldehyde;2-hydroxybenzenesulfonic acid;urea,C=O.C1=CC=C(C(=C1)O)S(=O)(=O)O.C(=O)(N)N,264.25899999999996,17,8,6,2,1,0,1
460960,"tert-butyl N-[(2S,4S,5S)-5-[(4-amino-3-methoxybenzoyl)amino]-4-hydroxy-1,6-diphenylhexan-2-yl]carbamate",CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)CC(C(CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)N)OC)O,533.6690000000003,39,31,5,3,0,0,3
435811,2-methyl-6-undec-2-enylpiperidine,CCCCCCCCC=CCC1CCCC(N1)C,251.45799999999997,18,17,0,1,0,0,0
507775,"1-[(2R)-4-benzoyl-2-methylpiperazin-1-yl]-2-(4-propan-2-yloxy-7H-pyrrolo[2,3-b]pyridin-3-yl)ethane-1,2-dione",CC1CN(CCN1C(=O)C(=O)C2=CN=C3C2=C(C=CN3)OC(C)C)C(=O)C4=CC=CC=C4,434.49600000000015,32,24,4,4,0,0,1
